time	gsr	ecg	emg_trapezius	emg_corrugator	emg_zygomaticus
1399688	1.441193e+01	-3.234880e+02	-1.569407e-01	-1.086946e+00	1.268019e+01
1401641	1.440824e+01	-3.388246e+02	-1.556164e-01	-1.353071e+00	4.019921e+00
1403594	1.440976e+01	-3.302655e+02	-1.526584e-01	-1.831804e+01	-8.892855e+00
1405547	1.441445e+01	-2.996009e+02	-1.501879e-01	-2.241872e+01	-4.321780e+00
1407500	1.441324e+01	-2.400801e+02	-1.476416e-01	-2.287223e+01	-2.437681e+01
1409453	1.441200e+01	-1.552141e+02	-1.451758e-01	-7.528593e+00	-3.980473e+01
1411406	1.440786e+01	-7.722225e+01	-1.427536e-01	2.673120e-01	-1.025344e+01
1413359	1.440669e+01	-4.146217e+01	-1.403902e-01	1.080243e+00	2.006259e+01
1415313	1.441183e+01	-3.468811e+01	-1.380854e-01	1.780170e+01	3.727530e+01
1417266	1.441055e+01	-1.858816e+01	-1.358462e-01	2.533418e+01	2.275783e+01
1419219	1.440693e+01	-1.767099e+01	-1.336751e-01	3.601517e+00	-5.737800e+00
1421172	1.440738e+01	-2.137069e+01	-1.315763e-01	-7.337350e-01	-4.264713e+01
1423125	1.440869e+01	-2.548956e+01	-1.295539e-01	-1.565808e+01	-2.112419e+01
1425078	1.440969e+01	-2.950401e+01	-1.276120e-01	-2.773501e+01	1.792178e+01
1427031	1.440586e+01	-2.055876e+01	-1.257547e-01	-1.641046e+01	4.846796e+01
1428984	1.440262e+01	-2.126519e+01	-1.239860e-01	-8.667510e+00	2.718906e+01
1430938	1.440615e+01	-2.961049e+01	-1.223093e-01	3.690169e-01	9.212871e+00
1432891	1.440938e+01	-2.268105e+01	-1.207300e-01	1.783446e+00	7.156492e+00
1434844	1.440931e+01	-1.818830e+01	-1.192508e-01	2.259694e+01	5.020247e+00
1436797	1.441246e+01	-1.125994e+01	-1.178761e-01	2.757224e+01	-1.402152e+01
1438750	1.440985e+01	-4.827640e+00	-1.166113e-01	7.867500e+00	-3.599383e+01
1440703	1.440662e+01	-2.897917e+00	-1.154595e-01	-1.687974e-01	-3.484736e+01
1442656	1.440393e+01	-5.472884e-01	-1.144301e-01	-9.098471e+00	-3.217075e+01
1444609	1.440922e+01	-2.155864e+00	-1.135242e-01	-3.024537e+01	-8.017406e+00
1446563	1.441062e+01	-2.994831e+00	-1.127776e-01	-1.935636e+01	2.370700e+01
1448516	1.441000e+01	-6.781075e+00	-1.119728e-01	9.164198e-01	2.214584e+01
1450469	1.440654e+01	1.974623e+00	-1.107423e-01	-1.309070e-01	1.980770e+01
1452422	1.440846e+01	1.346007e+01	-1.090114e-01	6.361294e-01	1.227775e+01
1454375	1.440377e+01	1.184376e+01	-1.068084e-01	1.338109e+01	-1.800050e+01
1456328	1.440515e+01	6.961189e+00	-1.041369e-01	2.782264e+01	-1.922323e+01
1458281	1.440838e+01	4.339078e+00	-1.010067e-01	1.508737e+00	-1.005063e+01
1460234	1.440692e+01	2.473325e+00	-9.742625e-02	6.513392e-01	-1.335319e+01
1462188	1.440600e+01	-5.313791e+00	-9.340206e-02	-7.580068e+00	-6.304152e+00
1464141	1.440600e+01	1.608442e-02	-8.894689e-02	-3.066963e+01	3.667746e+00
1466094	1.441154e+01	4.824726e+00	-8.406744e-02	-2.735792e+01	1.739361e+01
1468047	1.441054e+01	3.738879e+00	-7.877235e-02	-1.734082e+01	2.302170e+01
1470000	1.441177e+01	3.141695e+00	-7.307026e-02	-2.104460e+00	1.457243e+01
1471953	1.440815e+01	1.411902e+01	-6.696983e-02	7.631552e-01	1.296802e+00
1473906	1.440461e+01	2.049097e+01	-6.047971e-02	1.353806e+01	2.011719e-01
1475859	1.440469e+01	2.341088e+01	-5.360853e-02	3.030548e+01	-1.054242e+01
1477813	1.440777e+01	4.398799e+01	-4.636114e-02	2.095334e+01	-1.890821e+01
1479766	1.440900e+01	5.016319e+01	-3.875361e-02	-9.707172e-01	-1.819166e+01
1481719	1.440761e+01	4.710055e+01	-3.079097e-02	-4.974737e+00	-8.658124e+00
1483672	1.440908e+01	4.357494e+01	-2.248186e-02	-3.035185e+01	-6.523457e-02
1485625	1.440861e+01	3.645146e+01	-1.383494e-02	-2.344310e+01	3.864525e+00
1487578	1.440661e+01	3.908332e+01	-4.858849e-03	-9.764697e+00	1.475751e+01
1489531	1.440808e+01	5.982274e+01	4.437771e-03	7.582807e-01	1.926335e+01
1491484	1.440969e+01	6.345106e+01	1.404626e-02	-4.406397e-01	1.499946e+01
1493438	1.440653e+01	8.215681e+01	2.396317e-02	4.399160e+00	1.522688e+00
1495391	1.440500e+01	9.622008e+01	3.416951e-02	2.505417e+01	-1.491624e+01
1497344	1.440569e+01	8.728743e+01	4.466238e-02	2.536463e+01	-2.549822e+01
1499297	1.440739e+01	7.853723e+01	5.543030e-02	6.645015e+00	-3.014173e+01
1501250	1.440800e+01	6.720822e+01	6.647526e-02	-9.785636e-01	-1.392734e+01
1503203	1.440522e+01	5.522964e+01	7.774885e-02	-1.211669e+01	4.726636e+00
1505156	1.440192e+01	5.127670e+01	8.939084e-02	-2.573545e+01	4.510024e+00
1507109	1.440378e+01	6.280509e+01	1.008387e-01	-2.607232e+01	-3.572153e+00
1509063	1.440639e+01	7.099637e+01	1.141566e-01	-1.741433e+01	5.319866e+00
1511016	1.440700e+01	7.161499e+01	1.173633e-01	5.536974e-01	3.877635e+01
1512969	1.440978e+01	6.906523e+01	1.152387e-01	2.472809e+00	3.597452e+01
1514922	1.440822e+01	7.291347e+01	1.137095e-01	2.727536e+01	9.479120e+00
1516875	1.440631e+01	8.145851e+01	1.119807e-01	1.815529e+01	-6.396351e+00
1518828	1.440322e+01	1.025936e+02	1.102752e-01	-1.814696e-01	-1.364646e+01
1520781	1.440756e+01	1.129103e+02	1.085336e-01	-2.808873e-01	-1.256693e+01
1522734	1.440444e+01	1.180210e+02	1.067722e-01	-9.978450e+00	-1.576583e+01
1524688	1.440895e+01	1.160276e+02	1.049860e-01	-2.451003e+01	-3.098760e+01
1526641	1.440991e+01	1.189644e+02	1.031785e-01	-2.273750e+01	-8.460413e+00
1528594	1.440691e+01	1.222082e+02	1.013481e-01	-8.037714e+00	1.113498e+01
1530547	1.440252e+01	1.300039e+02	9.949717e-02	-8.420313e-03	1.526300e+01
1532500	1.440239e+01	1.354415e+02	9.761909e-02	1.169449e+00	2.263475e+01
1534453	1.440648e+01	1.400071e+02	9.573932e-02	1.639413e+01	1.797125e+01
1536406	1.440591e+01	1.551480e+02	9.376429e-02	2.383078e+01	1.524010e+01
1538359	1.440639e+01	1.649044e+02	9.204451e-02	1.604978e+01	1.308599e+01
1540313	1.440561e+01	1.805368e+02	8.927251e-02	-7.039434e-01	4.665067e+00
1542266	1.440222e+01	1.911709e+02	9.032642e-02	-2.945390e+00	-3.430069e+00
1544219	1.440309e+01	2.085852e+02	7.700975e-02	-2.464784e+01	-2.037999e+01
1546172	1.440609e+01	2.273712e+02	1.172290e-01	-1.259483e+01	-1.592517e+01
1548125	1.440770e+01	2.315136e+02	-1.288607e-01	1.822418e-02	-2.347060e+01
1550078	1.440452e+01	2.435347e+02	-2.191644e-02	-2.512662e-01	-3.172933e+01
1552031	1.440370e+01	2.473507e+02	9.331546e-02	-4.063275e-01	-2.310842e+01
1553984	1.440609e+01	2.513585e+02	7.098648e-02	3.252644e+00	1.811000e+01
1555938	1.440491e+01	2.542391e+02	7.611926e-02	2.050415e+01	4.741417e+01
1557891	1.440121e+01	2.561554e+02	6.571722e-02	2.156213e+01	2.669755e+01
1559844	1.440209e+01	2.616095e+02	8.940696e-02	8.467765e+00	9.682687e+00
1561797	1.440230e+01	2.736288e+02	6.985724e-02	-2.767571e+00	1.346384e+01
1563750	1.440618e+01	2.832805e+02	1.327592e+00	-2.109395e+01	1.872606e+01
1565703	1.440800e+01	2.990892e+02	5.274660e-01	-2.270087e+01	-3.357684e+01
1567656	1.440800e+01	3.144615e+02	-5.615763e-02	-1.353524e+01	-4.539299e+01
1569609	1.440452e+01	3.258035e+02	9.992579e-02	-1.708816e+00	2.765510e+00
1571563	1.439882e+01	3.372103e+02	5.926044e-03	-1.058749e+00	3.235019e+01
1573516	1.440049e+01	3.473123e+02	2.123563e-01	2.425805e+00	2.800616e+01
1575469	1.440409e+01	3.634938e+02	-9.514915e-01	2.439802e+01	7.836136e+00
1577422	1.440500e+01	3.806230e+02	-5.276500e-01	2.204594e+01	-1.686669e+01
1579375	1.440430e+01	3.902721e+02	8.482381e-02	1.587689e+01	-1.458585e+01
1581328	1.440330e+01	3.973059e+02	3.269584e-02	-2.130802e+00	-2.058888e+01
1583281	1.440370e+01	4.229567e+02	4.604974e-02	-9.800962e+00	-7.499245e+00
1585234	1.440539e+01	4.312046e+02	3.602193e-02	-2.404084e+01	-9.389808e+00
1587188	1.440391e+01	4.318296e+02	4.862770e-02	-2.356470e+01	-1.147309e+01
1589141	1.440370e+01	4.277778e+02	-5.998569e-03	-1.986543e+01	1.895087e+01
1591094	1.440121e+01	4.330039e+02	3.149084e-01	-6.414178e+00	1.742958e+01
1593047	1.440140e+01	4.397439e+02	3.772407e-01	-5.863960e-01	9.803542e+00
1595000	1.440270e+01	4.482819e+02	8.475184e-02	4.212893e+00	1.018260e+01
1596953	1.440579e+01	4.551660e+02	1.214143e-02	2.428385e+01	-8.679761e+00
1598906	1.440212e+01	4.662093e+02	2.612146e-02	1.226097e+01	-2.167416e+01
1600859	1.439930e+01	4.760130e+02	2.085519e-02	-1.943847e+00	-3.178743e+01
1602813	1.440319e+01	4.758911e+02	1.316978e-02	-1.256391e+01	-1.835569e+01
1604766	1.440640e+01	4.776425e+02	3.432589e-02	-2.466150e+01	2.483457e+01
1606719	1.440421e+01	4.768860e+02	-1.063151e-01	-1.196867e+01	3.584850e+01
1608672	1.440021e+01	4.670368e+02	-3.769331e-02	4.257249e-01	1.825106e+01
1610625	1.440319e+01	4.616494e+02	1.983064e-02	-6.602608e-01	-4.099760e+01
1612578	1.440290e+01	4.576722e+02	2.249786e-03	6.114658e+00	-6.037128e+01
1614531	1.440130e+01	4.542595e+02	3.810846e-03	2.312382e+01	-1.497040e+01
1616484	1.440379e+01	4.511902e+02	5.517280e-05	2.503121e+01	2.651352e+01
1618438	1.439871e+01	4.428527e+02	5.701052e-04	2.154571e+01	2.391610e+01
1620391	1.440019e+01	4.354193e+02	-2.276801e-03	2.795592e+00	2.127041e+01
1622344	1.439920e+01	4.212106e+02	8.536962e-03	-3.377521e+00	2.189141e+01
1624297	1.440080e+01	4.089906e+02	4.148477e-02	-2.749356e+01	2.734420e+01
1626250	1.440619e+01	3.946802e+02	9.416969e-01	-2.236231e+01	9.571679e+00
1628203	1.440381e+01	3.612890e+02	3.319583e-01	-2.032033e+01	-2.187417e+01
1630156	1.440200e+01	3.468380e+02	-8.078986e-02	-1.274772e+01	-3.674918e+01
1632109	1.440270e+01	3.260017e+02	1.964486e-02	5.776811e-02	-2.350843e+01
1634063	1.440440e+01	2.953148e+02	2.211872e-03	2.474412e+00	-1.074093e+01
1636016	1.440290e+01	2.671317e+02	-2.845381e-02	2.816293e+01	-7.455059e+00
1637969	1.439920e+01	2.375031e+02	1.116012e-01	2.364357e+01	-1.225813e+01
1639922	1.440010e+01	2.300810e+02	-8.386165e-01	3.382187e+00	-1.011319e+01
1641875	1.439960e+01	2.193262e+02	-1.648377e+00	-1.830186e+00	6.713658e+00
1643828	1.439900e+01	1.942174e+02	-9.790814e-01	-1.896073e+01	1.608607e+01
1645781	1.439690e+01	1.643041e+02	-1.173602e-01	-2.895003e+01	2.082845e+01
1647734	1.440370e+01	1.434663e+02	2.906673e-02	-2.340223e+01	1.875548e+01
1649688	1.440910e+01	1.180373e+02	-1.672265e-02	1.075052e+00	2.918755e+01
1651641	1.440440e+01	9.727956e+01	3.787222e-02	-5.451732e-01	2.125298e+01
1653594	1.440060e+01	7.852626e+01	-1.347644e-01	9.372923e+00	-8.786694e+00
1655547	1.440070e+01	7.474459e+01	9.184694e-01	2.992210e+01	-4.775604e+01
1657500	1.440240e+01	6.909467e+01	1.014053e+00	2.068197e+01	-6.628045e+01
1659453	1.440650e+01	7.131684e+01	1.434009e-01	6.508915e+00	-2.546678e+01
1661406	1.440030e+01	6.704507e+01	-3.316807e-02	-3.297292e+00	7.331911e+00
1663359	1.440120e+01	5.592100e+01	8.886813e-03	-2.680208e+01	1.295386e+01
1665313	1.439950e+01	3.884772e+01	-2.376906e-03	-2.987249e+01	2.890525e+01
1667266	1.440501e+01	1.772897e+01	6.368508e-04	-2.628914e+01	2.730666e+01
1669219	1.440660e+01	6.659836e+00	-1.706332e-04	-9.397862e+00	2.167257e+01
1671172	1.440249e+01	-2.429736e+00	4.571820e-05	-3.899316e-03	1.969239e+01
1673125	1.440310e+01	-1.520341e+01	-1.224940e-05	1.673515e+00	1.399099e+01
1675078	1.440120e+01	-2.614167e+01	3.282015e-06	2.220815e+01	-3.826875e+01
1677031	1.439860e+01	-2.899211e+01	-8.793591e-07	2.989023e+01	-6.961100e+01
1678984	1.439800e+01	-3.005291e+01	2.356091e-07	1.410378e+01	-2.920874e+01
1680938	1.439730e+01	-2.332352e+01	-6.301669e-08	-1.666651e+00	1.101330e+01
1682891	1.440261e+01	-2.837640e+01	1.688423e-08	-4.425473e+00	2.604004e+01
1684844	1.439939e+01	-3.220222e+01	-4.523836e-09	-1.373309e+01	3.650322e+01
1686797	1.440261e+01	-3.795287e+01	1.212083e-09	-3.095875e+01	3.351134e+01
1688750	1.440149e+01	-4.881750e+01	-3.247567e-10	-9.831129e+00	2.846200e+01
1690703	1.439930e+01	-5.476794e+01	8.701292e-11	1.131801e-01	1.939529e+01
1692656	1.439970e+01	-5.271613e+01	-2.331360e-11	1.082886e+00	-6.546419e+00
1694609	1.439509e+01	-5.068117e+01	6.246475e-12	1.917349e+01	-1.493436e+01
1696563	1.439862e+01	-5.290520e+01	-1.670692e-12	3.040245e+01	-5.334531e+00
1698516	1.439889e+01	-4.580722e+01	4.476327e-13	9.621947e+00	-8.829279e+00
1700469	1.440221e+01	-3.433149e+01	-1.199354e-13	-5.242689e-01	3.715081e+00
1702422	1.440470e+01	-3.420330e+01	3.213460e-14	-7.332391e+00	5.268697e+00
1704375	1.440430e+01	-3.735216e+01	-8.609907e-15	-2.788879e+01	-2.285722e+00
1706328	1.439698e+01	-3.576277e+01	2.306876e-15	-3.247849e+01	-1.191561e+01
1708281	1.439962e+01	-4.166336e+01	-6.181064e-16	-2.589645e+01	9.149081e+00
1710234	1.440060e+01	-4.491986e+01	1.656160e-16	1.944757e+00	6.793663e+00
1712188	1.440070e+01	-4.318556e+01	-4.429704e-17	1.720537e-01	-8.814440e+00
1714141	1.439889e+01	-4.155278e+01	1.186899e-17	1.618723e+01	-3.416227e+01
1716094	1.439870e+01	-3.363765e+01	-3.180187e-18	3.122706e+01	-9.902507e+01
1718047	1.440041e+01	-3.211232e+01	8.521021e-19	1.147299e+01	-6.352748e+01
1720000	1.439678e+01	-2.766741e+01	-2.283130e-19	-2.481569e-02	1.557025e+01
1721953	1.439711e+01	-2.824083e+01	6.117440e-20	-5.598358e+00	5.688940e+01
1723906	1.440011e+01	-3.508782e+01	-1.639122e-20	-3.392061e+01	7.075963e+01
1725859	1.440241e+01	-3.778038e+01	4.392240e-21	-2.901321e+01	4.702869e+01
1727813	1.440019e+01	-4.093930e+01	-1.176132e-21	-1.706638e+01	2.589486e+01
1729766	1.439900e+01	-4.263950e+01	3.201786e-22	1.086239e+00	2.437916e+01
1731719	1.439478e+01	-4.269895e+01	-1.046165e-22	6.074387e-01	1.687644e+01
1733672	1.439511e+01	-3.838154e+01	9.829582e-23	1.205268e+01	-3.388974e+00
1735625	1.439741e+01	-4.144953e+01	-2.885668e-22	2.534767e+01	-3.329003e+01
1737578	1.439941e+01	-3.666954e+01	1.055963e-21	2.879825e+01	-4.384484e+01
1739531	1.439648e+01	-2.569536e+01	-3.935253e-21	4.364342e+00	-3.357036e+01
1741484	1.439781e+01	-2.798089e+01	1.468492e-20	-2.270269e+00	-2.133545e+01
1743438	1.439970e+01	-3.223153e+01	-5.477534e-20	-2.392545e+01	-8.689824e+00
1745391	1.440070e+01	-3.280390e+01	2.044224e-19	-3.095327e+01	-1.862335e+00
1747344	1.439748e+01	-3.876335e+01	-7.629076e-19	-1.692425e+01	1.561213e+01
1749297	1.439530e+01	-4.195834e+01	2.847184e-18	1.111024e+00	3.121443e+01
1751250	1.439993e+01	-4.128144e+01	-1.062574e-17	-5.636528e-01	2.694293e+01
1753203	1.440059e+01	-4.211757e+01	3.965542e-17	7.523211e+00	1.897341e+01
1755156	1.439507e+01	-4.063257e+01	-1.479947e-16	3.180388e+01	8.931103e+00
1757109	1.439511e+01	-3.840585e+01	5.523186e-16	2.769970e+01	-1.039693e+01
1759063	1.440234e+01	-3.795461e+01	-2.060177e-15	6.621773e+00	-6.078628e+01
1761016	1.440289e+01	-3.133282e+01	7.688612e-15	-3.274334e+00	-4.618104e+01
1762969	1.439989e+01	-3.667052e+01	-2.869402e-14	-2.558125e+01	1.416334e+01
1764922	1.439830e+01	-4.347540e+01	1.070866e-13	-2.602876e+01	4.429241e+01
1766875	1.439730e+01	-3.678647e+01	-3.996488e-13	-3.100468e+01	2.653632e+01
1768828	1.439489e+01	-4.382532e+01	1.491496e-12	-2.085375e+01	1.220470e+01
1770781	1.439541e+01	-3.920356e+01	-5.566286e-12	1.333536e+00	-4.848906e+00
1772734	1.439459e+01	-2.835201e+01	2.077347e-11	1.145623e+00	-7.796949e+00
1774688	1.439541e+01	-2.330102e+01	-7.748575e-11	2.125386e+01	-7.623947e+00
1776641	1.439318e+01	-2.037542e+01	2.891781e-10	2.741315e+01	-1.903643e+01
1778594	1.439341e+01	-1.002535e+01	-1.079217e-09	2.536286e+00	-8.050327e+00
1780547	1.439612e+01	-2.143288e+00	4.027655e-09	-9.852063e-01	1.418780e+01
1782500	1.439629e+01	-1.285561e+01	-1.503127e-08	-1.647164e+01	1.738642e+01
1784453	1.439600e+01	-1.445511e+01	5.609695e-08	-3.050724e+01	-2.190566e+00
1786406	1.439671e+01	-1.543781e+01	-2.093547e-07	-2.236936e+01	-2.250690e+01
1788359	1.439629e+01	-1.516836e+01	7.813151e-07	-6.414822e+00	-1.654306e+01
1790313	1.439529e+01	-4.159429e+00	-2.914320e-06	2.458368e-01	9.989168e+00
1792266	1.439500e+01	-1.046902e+01	1.087629e-05	4.389069e-01	9.901497e+00
1794219	1.439429e+01	-1.761858e+01	-4.059047e-05	1.240704e+01	8.744104e+00
1796172	1.439682e+01	-9.990750e+00	1.514843e-04	3.090452e+01	5.222699e+00
1798125	1.439306e+01	-1.509610e+01	-5.653416e-04	2.068010e+01	8.254832e-01
1800078	1.439665e+01	-2.979308e+01	2.109864e-03	-2.677432e-01	-7.643981e+00
1802031	1.439618e+01	-3.872837e+01	-7.874044e-03	-3.492493e+00	-4.279712e+00
1803984	1.439571e+01	-4.422680e+01	2.938606e-02	-3.084219e+01	-3.599680e+00
1805938	1.439741e+01	-4.316386e+01	-1.096100e-01	-2.578441e+01	-3.985090e+00
1807891	1.439871e+01	-4.628453e+01	7.181276e-01	-1.919799e+01	-7.870621e+00
1809844	1.439335e+01	-4.619336e+01	4.085591e-01	1.210572e+00	-6.474037e+00
1811797	1.439171e+01	-3.448228e+01	-2.574794e-02	-6.041286e-01	1.330480e-01
1813750	1.439553e+01	-2.776278e+01	1.664663e-02	7.788030e+00	2.750911e+00
1815703	1.439417e+01	-2.490041e+01	-3.715991e-02	3.044868e+01	-1.324438e+00
1817656	1.439371e+01	-2.134955e+01	1.319921e-01	2.141373e+01	-3.336011e+00
1819609	1.439541e+01	-1.525253e+01	-8.450354e-01	4.381628e-02	-6.892714e-01
1821563	1.439600e+01	-1.271586e+01	-3.267357e-01	-3.980362e+00	7.500472e+00
1823516	1.439529e+01	-1.691541e+01	8.163402e-02	-2.912879e+01	1.380393e+01
1825469	1.439924e+01	-1.570925e+01	-2.508716e-02	-2.616136e+01	1.791893e+01
1827422	1.440029e+01	-1.729790e+01	1.871688e-02	-1.415800e+01	1.896642e+01
1829375	1.439364e+01	-1.963923e+01	-4.978055e-02	1.058378e+00	1.519010e+01
1831328	1.439100e+01	-1.984061e+01	2.926050e-01	7.763764e-02	4.802126e+00
1833281	1.439454e+01	-2.197621e+01	-3.544618e-03	1.037245e+01	-7.089306e+00
1835234	1.439105e+01	-2.160381e+01	5.886431e-01	2.857786e+01	-2.213971e+01
1837188	1.439254e+01	-2.012360e+01	1.603483e+00	2.187393e+01	-3.575793e+01
1839141	1.439542e+01	-1.752300e+01	4.705427e-01	-1.760284e+00	-5.318017e+01
1841094	1.439317e+01	-1.212614e+01	2.734862e-02	-5.260625e-02	-5.955055e+01
1843047	1.439342e+01	-1.954268e+01	-5.965770e-01	-1.170747e+01	-1.212302e+01
1845000	1.439329e+01	-2.133599e+01	-2.417536e-01	-2.610399e+01	3.091113e+01
1846953	1.439088e+01	-2.232447e+01	5.902884e-02	-1.755074e+01	4.245985e+01
1848906	1.439425e+01	-2.548896e+01	-1.263950e-02	-3.562078e+00	4.298086e+01
1850859	1.439671e+01	-2.147465e+01	-8.468951e-03	-5.375724e-02	3.653565e+01
1852813	1.439346e+01	-2.294372e+01	4.649015e-02	7.855204e-01	2.321582e+01
1854766	1.439271e+01	-2.558383e+01	-3.747365e-01	1.228999e+01	1.218903e+01
1856719	1.439229e+01	-2.630702e+01	-7.796529e-01	2.490149e+01	7.747351e+00
1858672	1.439271e+01	-1.963255e+01	-1.857968e-01	1.663610e+01	2.150288e+00
1860625	1.439017e+01	-1.919394e+01	4.504174e-02	-1.266165e+00	-1.095047e+01
1862578	1.439325e+01	-1.865565e+01	-1.206851e-02	-6.806247e+00	-1.358049e+01
1864531	1.439358e+01	-2.066252e+01	3.233646e-03	-2.391236e+01	-1.117732e+01
1866484	1.439300e+01	-2.399882e+01	-8.664252e-04	-1.627365e+01	-1.430981e+01
1868438	1.439725e+01	-2.919028e+01	2.317302e-04	-9.610240e+00	-2.583758e+00
1870391	1.438979e+01	-3.633648e+01	-6.208994e-05	9.133479e-01	8.424105e+00
1872344	1.438883e+01	-3.614823e+01	1.663642e-05	-5.382776e-01	3.356646e+01
1874297	1.438858e+01	-3.502550e+01	-4.457573e-06	5.538222e+00	3.145424e+01
1876250	1.438658e+01	-3.422574e+01	1.194365e-06	2.391405e+01	8.988977e+00
1878203	1.438813e+01	-1.686707e+01	-3.200189e-07	1.523201e+01	-4.330001e+01
1880156	1.439113e+01	-8.518038e+00	8.574608e-08	-9.165628e-01	-5.049121e+01
1882109	1.439129e+01	-2.018110e+01	-2.297486e-08	-1.055452e+00	-6.976901e+01
1884063	1.439313e+01	-2.973320e+01	6.144723e-09	-1.500132e+01	-3.913807e+01
1886016	1.439471e+01	-4.268856e+01	-1.646421e-09	-2.235480e+01	2.246190e+01
1887969	1.439003e+01	-4.664440e+01	4.411430e-10	-1.410792e+01	6.506334e+01
1889922	1.439155e+01	-4.477155e+01	-1.182001e-10	9.994936e-01	6.954778e+01
1891875	1.438945e+01	-5.341890e+01	3.167062e-11	4.844250e-01	4.345415e+01
1893828	1.438516e+01	-4.980641e+01	-8.485846e-12	1.167519e+01	1.703571e+01
1895781	1.439180e+01	-4.358483e+01	2.273703e-12	2.271775e+01	-4.200368e+00
1897734	1.439074e+01	-3.694706e+01	-6.092174e-13	1.911708e+01	-4.579753e+01
1899688	1.438829e+01	-3.347907e+01	1.629369e-13	9.118616e+00	-8.262848e+01
1901641	1.439155e+01	-2.736966e+01	-4.365742e-14	-1.799474e+00	-6.379661e+01
1903594	1.439016e+01	-1.634843e+01	1.169760e-14	-1.291977e+01	-1.940975e+01
1905547	1.438971e+01	6.182456e+00	-3.134261e-15	-2.203591e+01	1.233741e+01
1907500	1.439000e+01	3.830735e+00	8.397958e-16	-2.214981e+01	4.201985e+01
1909453	1.439071e+01	-2.006193e+01	-2.250154e-16	-1.719191e+01	4.513867e+01
1911406	1.439171e+01	-3.249431e+01	6.029076e-17	7.751598e-01	6.192237e+01
1913359	1.438987e+01	-3.572694e+01	-1.615434e-17	2.173210e-02	4.180627e+01
1915313	1.438545e+01	-3.971794e+01	4.320504e-18	9.734255e+00	1.215579e+01
1917266	1.438755e+01	-4.861523e+01	-1.157638e-18	2.228712e+01	1.839491e+00
1919219	1.438829e+01	-4.934574e+01	3.101783e-19	1.090813e+01	-1.098603e+01
1921172	1.439155e+01	-4.557146e+01	-8.310932e-20	-1.024689e+00	-1.220906e+01
1923125	1.439158e+01	-4.025007e+01	2.226822e-20	-6.180589e+00	-2.422181e+00
1925078	1.439029e+01	-3.420091e+01	-5.966026e-21	-2.024085e+01	-4.689554e+00
1927031	1.439000e+01	-8.970606e+00	1.596553e-21	-2.043158e+01	-4.211145e+01
1928984	1.439071e+01	-1.254553e+01	-4.203624e-22	-5.210252e+00	-6.197155e+01
1930938	1.438816e+01	-3.390089e+01	8.475205e-23	-3.255613e-01	-4.222264e+00
1932891	1.438771e+01	-4.608254e+01	8.056109e-23	2.336980e+00	3.744755e+01
1934844	1.438516e+01	-5.676756e+01	-4.069891e-22	2.125809e+01	2.681510e+01
1936797	1.439253e+01	-5.997536e+01	1.547380e-21	2.094329e+01	-2.245403e+00
1938750	1.438604e+01	-5.344986e+01	-5.782475e-21	7.765473e+00	-4.344933e-01
1940703	1.438556e+01	-5.036505e+01	2.158232e-20	-1.195100e+00	3.224386e+00
1942656	1.438913e+01	-4.590407e+01	-8.054604e-20	-1.162755e+01	-4.804992e+01
1944609	1.439071e+01	-4.126555e+01	3.005990e-19	-2.288336e+01	-8.514230e+01
1946563	1.439100e+01	-3.762938e+01	-1.121190e-18	-9.565382e+00	-2.766522e+01
1948516	1.439171e+01	-3.275345e+01	4.184295e-18	7.147311e-01	2.329154e+01
1950469	1.439556e+01	-2.925438e+01	-1.561584e-17	-2.309950e-01	6.012927e+01
1952422	1.439202e+01	-1.835357e+01	5.827852e-17	5.337610e+00	5.613475e+01
1954375	1.438288e+01	-1.211938e+01	-2.174962e-16	2.108028e+01	4.393657e+01
1956328	1.438641e+01	-1.256266e+01	8.116985e-16	2.193062e+01	3.004154e+01
1958281	1.438544e+01	-3.513495e+00	-3.029269e-15	5.607537e+00	8.707748e+00
1960234	1.438685e+01	7.459335e+00	1.130527e-14	4.112155e-01	-4.183402e+00
1962188	1.438942e+01	1.102253e+01	-4.216680e-14	-2.766713e+00	-1.126902e+00
1964141	1.438858e+01	1.844576e+01	1.573670e-13	-2.227167e+01	1.340673e+00
1966094	1.438942e+01	1.812741e+01	-5.872956e-13	-2.289151e+01	-1.398895e+01
1968047	1.438858e+01	1.023312e+01	2.191795e-12	-2.357724e+01	-1.987754e+01
1970000	1.439227e+01	2.800859e+00	-8.179805e-12	-1.080442e+01	-2.607556e+01
1971953	1.439115e+01	4.025070e+00	3.052713e-11	-3.371937e-02	-2.281397e+01
1973906	1.438715e+01	1.029473e+01	-1.139276e-10	3.322250e+00	-2.306820e+01
1975859	1.438742e+01	1.623807e+01	4.251793e-10	2.626791e+01	-2.381577e+01
1977813	1.438800e+01	2.445593e+01	-1.585842e-09	1.415882e+01	-1.331062e+01
1979766	1.438729e+01	3.000512e+01	5.918381e-09	-8.224370e-01	1.490703e+01
1981719	1.438985e+01	3.716829e+01	-2.208747e-08	-1.028117e+00	4.166446e+01
1983672	1.438957e+01	5.893175e+01	8.243070e-08	-1.497387e+01	4.252636e+01
1985625	1.438401e+01	9.180241e+01	-3.076324e-07	-2.572142e+01	3.349756e+01
1987578	1.438842e+01	7.912056e+01	1.148088e-06	-1.913556e+01	1.759060e+01
